口径,日期,购电时间段,购电量(kWh),时段数
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-09,0:00-0:00+1,44050.218650,144
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,1:10-1:30,25.272233,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,1:50-2:00,7.585867,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,2:20-2:30,14.619231,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,2:40-3:00,24.742594,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,3:30-5:00,225.127475,9
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,5:40-7:30,984.617269,11
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,7:40-8:40,860.702306,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,9:00-9:20,116.902039,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,10:00-10:10,34.087214,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,11:00-11:10,3.671506,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,12:50-13:00,13.428047,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,17:10-17:40,206.029417,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,18:40-19:00,39.601594,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,19:30-19:40,3.302175,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,20:20-21:50,295.487200,9
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,22:30-23:00,27.006492,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-10,23:10-0:00+1,118.119814,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,0:00-0:10,5.919658,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,0:20-0:50,37.090558,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,1:30-2:00,52.185283,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,2:10-3:20,31.652414,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,3:30-3:50,22.318000,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,5:50-6:50,621.942881,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,7:00-9:50,2737.519233,17
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,10:00-12:00,1036.639667,12
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,17:00-17:40,212.162017,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,18:10-21:40,312.210947,21
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,22:10-22:30,31.424539,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,22:50-23:00,26.167228,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-11,23:30-23:40,2.479006,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,0:30-1:20,28.683019,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,2:40-2:50,2.304864,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,3:20-5:00,188.205717,10
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,5:40-7:30,840.772786,11
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,7:40-8:50,875.122656,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,9:00-9:30,274.832908,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,10:00-10:10,16.656725,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,11:00-11:10,20.387311,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,12:50-13:00,8.207372,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,16:50-17:40,254.109989,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,18:10-18:50,62.550039,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,19:10-19:30,23.067028,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,19:50-20:00,14.757006,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,20:50-21:40,236.761325,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-12,22:30-23:40,89.547758,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,0:00-0:20,58.388067,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,0:30-2:20,319.898156,11
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,2:30-2:40,0.413786,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,3:10-4:00,119.664094,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,5:40-6:50,582.773039,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,7:00-7:30,372.835225,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,7:40-8:40,841.073211,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,9:00-9:40,447.104289,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,10:00-10:10,4.083411,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,10:20-10:30,8.983744,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,13:50-14:00,26.475533,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,15:50-16:00,41.004872,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,16:50-17:00,17.679772,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,17:10-17:40,141.309158,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,18:30-18:40,4.118131,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,19:00-19:50,86.016344,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,20:20-20:30,7.070825,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,20:50-21:40,158.845731,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,22:10-23:00,90.456728,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-13,23:20-23:40,31.182683,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,0:30-2:00,161.306517,9
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,4:40-5:00,44.051567,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,5:20-7:50,1335.700336,15
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,8:00-8:30,705.744083,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,8:40-9:50,923.637283,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,10:00-10:20,63.373194,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,18:00-18:20,38.789017,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,18:40-19:00,17.832617,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,19:30-20:00,113.876600,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,20:30-20:40,0.771283,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,20:50-21:40,170.971239,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,22:10-23:20,150.699856,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-15,23:40-0:00+1,164.696089,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-16,0:00-0:00+1,41327.146550,144
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,0:50-1:10,6.985992,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,1:30-2:30,127.091867,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,2:50-3:30,50.013372,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,3:40-4:00,29.272961,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,4:10-4:40,48.984500,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,5:40-7:30,1024.131739,11
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,7:40-8:20,388.930639,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,9:00-9:20,137.331378,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,15:50-16:00,25.264778,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,17:00-17:40,148.035806,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,18:10-18:20,2.907286,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,18:30-19:30,115.136517,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,20:00-20:40,68.263778,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,21:00-21:40,217.324750,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-17,22:10-0:00+1,154.142322,11
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,0:40-1:00,26.097828,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,1:20-1:30,16.256089,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,1:40-2:00,29.997328,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,2:30-2:40,1.572575,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,3:10-3:30,2.907900,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,3:40-4:00,44.667717,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,4:20-5:00,52.324400,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,5:40-6:50,695.047717,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,7:00-8:50,1375.659503,11
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,9:00-9:30,442.622392,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,10:20-14:00,2241.503672,22
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,14:40-15:00,133.928383,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,17:10-17:40,235.184117,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,18:30-18:50,27.871711,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,19:10-19:20,2.391892,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,19:50-20:40,86.019053,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,21:00-21:40,115.055717,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,22:10-22:20,7.448533,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-18,22:50-23:00,13.367717,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,0:40-1:30,86.610142,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,1:40-3:00,232.952383,8
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,3:20-3:40,28.684867,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,4:40-5:00,74.944928,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,5:50-8:50,2255.143786,18
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,9:00-11:50,2035.851650,17
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,12:40-13:00,165.430344,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,15:50-16:00,10.176908,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,17:10-17:40,155.823192,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,18:10-18:20,18.611319,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,18:30-18:50,9.187689,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,19:10-19:30,45.773644,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,19:40-20:10,76.890092,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,20:40-21:50,323.081419,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,22:10-23:10,154.811725,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-19,23:30-0:00+1,136.162883,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,0:00-1:10,193.292592,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,2:50-3:00,3.535136,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,3:30-4:10,83.711000,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,4:40-4:50,16.203208,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,5:40-6:50,677.419061,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,7:00-8:50,1600.615100,11
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,9:00-9:30,85.583558,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,11:00-11:10,0.356994,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,15:50-16:00,11.875317,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,16:50-17:40,268.884081,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,18:10-18:40,87.820258,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,20:00-20:20,26.316906,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,20:50-21:20,82.632050,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,21:30-21:40,32.549578,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,22:10-22:20,1.779464,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-20,22:50-23:10,36.554022,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,0:30-1:20,56.526292,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,1:40-2:10,50.877767,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,2:50-4:10,162.768419,8
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,5:50-7:50,1283.317964,12
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,8:00-8:20,414.163950,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,8:40-9:50,757.452747,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,10:00-10:30,227.407783,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,11:20-11:30,38.942678,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,11:40-11:50,1.662961,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,12:00-12:20,114.318806,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,12:30-12:50,43.997939,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,15:50-16:00,43.229950,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,17:30-18:10,101.550939,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,19:10-20:20,125.703989,7
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,20:30-20:50,49.375217,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,21:10-21:50,66.209567,4
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,22:50-23:00,26.538653,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-22,23:40-0:00+1,219.557289,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-23,0:00-11:30,22296.316808,69
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-23,11:40-11:50,353.549311,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-23,12:00-12:50,1822.238267,5
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-23,13:00-13:20,448.786117,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-23,13:40-0:00+1,16034.420514,62
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-24,0:30-0:50,35.524583,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-24,1:10-1:30,17.998711,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-24,2:00-2:20,21.559183,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-24,2:50-3:20,28.181706,3
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-24,3:40-4:00,8.056539,2
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-24,4:50-5:00,0.727664,1
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-24,5:50-6:50,754.584253,6
② 光伏用第 d 日 0:00 预报 + 负载用前一日剖面,2025-02-24,7:00-7:20,175.805439,2
